now,stage,power,voltage,current,resistance,temperature,last.power,last.voltage,last.current,last.resistance,last.temperature
1500.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1502.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1505.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1507.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1510.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1512.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1515.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1517.502,,29.98,7.87,3.81,2.066,82.0,29.91,7.87,3.80,2.071,82.8
1520.002,,29.87,7.86,3.80,2.068,82.4,29.98,7.87,3.81,2.066,82.0
1522.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1525.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1527.502,,29.75,7.85,3.79,2.071,82.9,29.83,7.85,3.80,2.066,82.0
1530.001,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1532.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1535.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1537.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1540.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1542.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1545.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1547.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1550.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1552.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1555.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1557.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1560.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1562.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1565.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1567.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1570.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1572.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1575.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1577.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1580.001,,29.87,7.86,3.80,2.068,82.4,29.91,7.87,3.80,2.071,82.8
1582.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1585.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1587.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1590.001,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1592.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1595.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1597.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1600.002,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1602.502,,29.75,7.85,3.79,2.071,82.9,29.83,7.85,3.80,2.066,82.0
1605.002,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1607.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1610.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1612.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1615.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1617.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1620.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1622.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1625.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1627.503,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1630.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1632.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1635.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1637.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1640.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1642.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1645.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1647.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1650.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1652.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1655.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1657.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1660.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1662.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1665.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1667.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1670.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1672.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1675.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1677.501,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1680.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1682.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1685.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1687.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1690.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1692.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1695.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1697.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1700.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1702.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1705.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1707.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1710.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1712.502,,29.87,7.86,3.80,2.068,82.4,29.91,7.87,3.80,2.071,82.8
1715.002,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1717.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1720.002,,29.75,7.85,3.79,2.071,82.9,29.87,7.86,3.80,2.068,82.4
1722.503,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1725.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1727.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1730.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1732.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1735.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1737.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1740.001,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1742.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1745.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1747.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1750.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1752.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1755.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1757.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1760.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1762.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1765.002,,29.87,7.86,3.80,2.068,82.4,29.91,7.87,3.80,2.071,82.8
1767.501,,29.75,7.85,3.79,2.071,82.9,29.87,7.86,3.80,2.068,82.4
1770.001,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1772.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1775.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1777.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1780.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1782.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1785.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1787.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1790.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1792.502,,29.98,7.87,3.81,2.066,82.0,29.91,7.87,3.80,2.071,82.8
1795.002,,29.83,7.85,3.80,2.066,82.0,29.98,7.87,3.81,2.066,82.0
1797.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1800.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1802.502,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1805.001,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1807.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1810.002,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1812.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1815.001,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1817.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1820.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1822.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1825.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1827.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1830.002,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1832.502,,29.87,7.86,3.80,2.068,82.4,29.87,7.86,3.80,2.068,82.4
1835.002,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1837.502,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1840.001,,29.87,7.86,3.80,2.068,82.4,29.83,7.85,3.80,2.066,82.0
1842.502,,29.83,7.85,3.80,2.066,82.0,29.87,7.86,3.80,2.068,82.4
1845.002,,29.83,7.85,3.80,2.066,82.0,29.83,7.85,3.80,2.066,82.0
1847.502,,29.75,7.85,3.79,2.071,82.9,29.83,7.85,3.80,2.066,82.0
1850.002,,29.91,7.87,3.80,2.071,82.8,29.75,7.85,3.79,2.071,82.9
1852.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1855.002,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1856.303,,0.00,0.00,0.00,0.000,0.0,0.00,0.00,0.00,0.000,0.0
1857.502,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1858.797,,0.00,0.00,0.00,0.000,0.0,0.00,0.00,0.00,0.000,0.0
1859.966,,0.00,0.00,0.00,0.000,0.0,0.00,0.00,0.00,0.000,0.0
1860.000,,29.91,7.87,3.80,2.071,82.8,29.91,7.87,3.80,2.071,82.8
1861.462,,0.00,0.00,0.00,0.000,0.0,0.00,0.00,0.00,0.000,0.0
1861.462,,0.00,0.00,0.00,0.000,0.0,0.00,0.00,0.00,0.000,0.0
