now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta
542.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,2,-0.000085
544.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,3,-0.000076
546.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,4,-0.000069
548.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,5,-0.000062
550.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,6,-0.000056
552.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,7,-0.000050
554.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,8,-0.000045
556.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,9,-0.000041
558.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,10,-0.000037
560.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,11,-0.000033
562.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,12,-0.000030
564.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,13,-0.000027
566.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,14,-0.000024
568.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,15,-0.000022
570.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,16,-0.000019
572.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,17,-0.000017
574.001,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,18,-0.000016
576.002,timerEvent,17.182,5.516,3.115,1.77108,104.4,steady,5.53,3.12,19,-0.000014
