now,event,power,voltage,current,resistance,temperature,stage,steady-state-count,filtered-delta
644.002,timerEvent,25.30,6.70,3.78,1.77416,105.6,steady,0,-0.007904
646.001,timerEvent,25.24,6.70,3.77,1.77886,106.5,steady,0,-0.006643
648.001,timerEvent,25.24,6.70,3.77,1.77886,106.5,steady,0,-0.005979
650.001,timerEvent,25.24,6.70,3.77,1.77886,106.5,steady,0,-0.005381
652.002,timerEvent,25.24,6.70,3.77,1.77886,106.5,steady,0,-0.004843
654.002,timerEvent,25.17,6.70,3.76,1.78360,107.4,steady,0,-0.003885
656.001,timerEvent,25.27,6.71,3.77,1.78152,107.0,steady,0,-0.003705
658.001,timerEvent,25.27,6.71,3.77,1.78152,107.0,steady,0,-0.003334
660.001,timerEvent,25.21,6.71,3.76,1.78626,107.9,steady,0,-0.002527
662.001,timerEvent,25.24,6.72,3.76,1.78892,108.5,steady,0,-0.002008
664.001,timerEvent,25.35,6.73,3.77,1.78683,108.1,steady,0,-0.002016
666.002,timerEvent,25.35,6.73,3.77,1.78683,108.1,steady,0,-0.001815
668.001,timerEvent,25.28,6.73,3.76,1.79158,109.0,steady,0,-0.001158
670.002,timerEvent,25.28,6.73,3.76,1.79158,109.0,steady,0,-0.001042
672.001,timerEvent,25.28,6.73,3.76,1.79158,109.0,steady,0,-0.000938
674.001,timerEvent,25.28,6.73,3.76,1.79158,109.0,steady,0,-0.000844
676.002,timerEvent,25.21,6.73,3.75,1.79636,109.9,steady,0,-0.000282
678.001,timerEvent,25.32,6.74,3.76,1.79424,109.5,steady,0,-0.000465
680.001,timerEvent,25.32,6.74,3.76,1.79424,109.5,steady,0,-0.000419
682.001,timerEvent,25.25,6.74,3.75,1.79903,110.4,steady,0,0.000102
684.002,timerEvent,25.25,6.74,3.75,1.79903,110.4,steady,1,0.000092
686.001,timerEvent,25.25,6.74,3.75,1.79903,110.4,steady,2,0.000082
688.001,timerEvent,25.25,6.74,3.75,1.79903,110.4,steady,3,0.000074
690.001,timerEvent,25.25,6.74,3.75,1.79903,110.4,steady,4,0.000067
692.001,timerEvent,25.18,6.74,3.74,1.80384,111.3,steady,0,0.000541
694.002,timerEvent,25.33,6.76,3.75,1.80437,111.4,steady,0,0.000540
696.002,timerEvent,25.33,6.76,3.75,1.80437,111.4,steady,0,0.000486
698.002,timerEvent,25.26,6.76,3.74,1.80919,112.3,steady,0,0.000920
700.001,timerEvent,25.36,6.77,3.75,1.80704,111.9,steady,0,0.000612
702.001,timerEvent,25.22,6.75,3.74,1.80652,111.8,steady,0,0.000499
704.001,timerEvent,25.26,6.76,3.74,1.80919,112.3,steady,0,0.000717
706.001,timerEvent,25.30,6.77,3.74,1.81187,112.9,steady,0,0.000913
708.001,timerEvent,25.30,6.77,3.74,1.81187,112.9,steady,0,0.000821
710.001,timerEvent,25.30,6.77,3.74,1.81187,112.9,steady,0,0.000739
712.001,timerEvent,25.30,6.77,3.74,1.81187,112.9,steady,0,0.000665
714.001,timerEvent,25.30,6.77,3.74,1.81187,112.9,steady,0,0.000599
716.002,timerEvent,25.23,6.77,3.73,1.81673,113.8,steady,0,0.001025
718.001,timerEvent,25.33,6.78,3.74,1.81455,113.4,steady,0,0.000704
720.001,timerEvent,25.33,6.78,3.74,1.81455,113.4,steady,0,0.000634
722.001,timerEvent,25.33,6.78,3.74,1.81455,113.4,steady,0,0.000570
724.002,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.001000
726.001,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.000900
728.002,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.000810
730.001,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.000729
732.002,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.000656
734.002,timerEvent,25.27,6.78,3.73,1.81941,114.3,steady,0,0.000590
736.001,timerEvent,25.20,6.78,3.72,1.82430,115.2,steady,0,0.001021
738.001,timerEvent,25.30,6.79,3.73,1.82210,114.8,steady,0,0.000698
740.001,timerEvent,25.20,6.78,3.72,1.82430,115.2,steady,0,0.000849
742.002,timerEvent,25.30,6.79,3.73,1.82210,114.8,steady,0,0.000543
744.002,timerEvent,25.20,6.78,3.72,1.82430,115.2,steady,0,0.000710
746.002,timerEvent,25.23,6.79,3.72,1.82699,115.8,steady,0,0.000908
748.001,timerEvent,25.23,6.79,3.72,1.82699,115.8,steady,0,0.000817
750.001,timerEvent,25.27,6.80,3.72,1.82969,116.3,steady,0,0.001004
752.001,timerEvent,25.38,6.81,3.73,1.82746,115.8,steady,0,0.000682
754.001,timerEvent,25.27,6.80,3.72,1.82969,116.3,steady,0,0.000836
756.001,timerEvent,25.31,6.81,3.72,1.83238,116.8,steady,0,0.001021
758.002,timerEvent,25.31,6.81,3.72,1.83238,116.8,steady,0,0.000919
760.002,timerEvent,25.31,6.81,3.72,1.83238,116.8,steady,0,0.000827
762.002,timerEvent,25.31,6.81,3.72,1.83238,116.8,steady,0,0.000744
764.001,timerEvent,25.31,6.81,3.72,1.83238,116.8,steady,0,0.000670
766.001,timerEvent,25.24,6.81,3.71,1.83732,117.7,steady,0,0.001097
768.001,timerEvent,25.35,6.82,3.72,1.83507,117.3,steady,0,0.000762
770.001,timerEvent,25.35,6.82,3.72,1.83507,117.3,steady,0,0.000686
772.002,timerEvent,25.35,6.82,3.72,1.83507,117.3,steady,0,0.000618
774.001,timerEvent,25.35,6.82,3.72,1.83507,117.3,steady,0,0.000556
776.001,timerEvent,25.35,6.82,3.72,1.83507,117.3,steady,0,0.000500
778.001,timerEvent,25.28,6.82,3.71,1.84001,118.3,steady,0,0.000945
780.001,timerEvent,25.42,6.84,3.72,1.84045,118.3,steady,0,0.000894
782.002,timerEvent,25.38,6.83,3.72,1.83776,117.8,steady,0,0.000535
784.001,timerEvent,25.28,6.82,3.71,1.84001,118.3,steady,0,0.000708
786.001,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.001176
788.001,timerEvent,25.32,6.83,3.71,1.84271,118.8,steady,0,0.000789
790.002,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.000980
792.002,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.000882
794.001,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.000794
796.001,timerEvent,25.32,6.83,3.71,1.84271,118.8,steady,0,0.000444
798.001,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.000670
800.002,timerEvent,25.35,6.84,3.71,1.84541,119.3,steady,0,0.000603
802.001,timerEvent,25.28,6.84,3.70,1.85040,120.2,steady,0,0.001041
804.001,timerEvent,25.28,6.84,3.70,1.85040,120.2,steady,0,0.000937
806.001,timerEvent,25.25,6.83,3.70,1.84769,119.7,steady,0,0.000573
808.001,timerEvent,25.28,6.84,3.70,1.85040,120.2,steady,0,0.000786
810.001,timerEvent,25.25,6.83,3.70,1.84769,119.7,steady,0,0.000437
812.001,timerEvent,25.25,6.83,3.70,1.84769,119.7,steady,0,0.000393
814.002,timerEvent,25.28,6.84,3.70,1.85040,120.2,steady,0,0.000625
816.002,timerEvent,25.25,6.83,3.70,1.84769,119.7,steady,0,0.000292
818.002,timerEvent,25.22,6.84,3.69,1.85542,121.2,steady,0,0.001035
820.002,timerEvent,25.32,6.85,3.70,1.85310,120.8,steady,0,0.000700
822.001,timerEvent,25.32,6.85,3.70,1.85310,120.8,steady,0,0.000630
824.001,timerEvent,25.32,6.85,3.70,1.85310,120.8,steady,0,0.000567
826.001,timerEvent,25.32,6.85,3.70,1.85310,120.8,steady,0,0.000510
828.002,timerEvent,25.32,6.85,3.70,1.85310,120.8,steady,0,0.000459
830.001,timerEvent,25.25,6.85,3.69,1.85813,121.7,steady,0,0.000916
832.002,timerEvent,25.36,6.86,3.70,1.85581,121.3,steady,0,0.000592
834.001,timerEvent,25.25,6.85,3.69,1.85813,121.7,steady,0,0.000765
836.001,timerEvent,25.36,6.86,3.70,1.85581,121.3,steady,0,0.000457
838.001,timerEvent,25.25,6.85,3.69,1.85813,121.7,steady,0,0.000643
840.001,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000850
842.001,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000765
844.001,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000688
846.002,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000619
848.002,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000558
850.002,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000502
852.002,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000452
854.001,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000406
856.001,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000366
858.002,timerEvent,25.29,6.86,3.69,1.86084,122.2,steady,0,0.000329
860.001,timerEvent,25.22,6.86,3.68,1.86590,123.2,steady,0,0.000802
862.001,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000487
864.002,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000439
866.002,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000395
868.002,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000355
870.002,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000320
872.001,timerEvent,25.33,6.87,3.69,1.86355,122.8,steady,0,0.000288
874.001,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000766
876.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000689
878.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000620
880.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000558
882.001,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000502
884.001,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000452
886.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000407
888.001,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000366
890.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000330
892.002,timerEvent,25.26,6.87,3.68,1.86862,123.7,steady,0,0.000297
894.001,timerEvent,25.19,6.87,3.67,1.87371,124.7,steady,0,0.000776
896.002,timerEvent,25.29,6.88,3.68,1.87134,124.3,steady,0,0.000461
898.002,timerEvent,25.19,6.87,3.67,1.87371,124.7,steady,0,0.000652
900.001,timerEvent,25.29,6.88,3.68,1.87134,124.3,steady,0,0.000350
902.002,timerEvent,25.19,6.87,3.67,1.87371,124.7,steady,0,0.000552
904.001,timerEvent,25.29,6.88,3.68,1.87134,124.3,steady,0,0.000260
906.002,timerEvent,25.19,6.87,3.67,1.87371,124.7,steady,0,0.000471
908.001,timerEvent,25.33,6.89,3.68,1.87406,124.8,steady,0,0.000459
910.001,timerEvent,25.23,6.88,3.67,1.87644,125.2,steady,0,0.000651
912.001,timerEvent,25.26,6.89,3.67,1.87917,125.8,steady,0,0.000858
914.001,timerEvent,25.37,6.90,3.68,1.87678,125.3,steady,0,0.000534
916.002,timerEvent,25.23,6.88,3.67,1.87644,125.2,steady,0,0.000446
918.001,timerEvent,25.23,6.88,3.67,1.87644,125.2,steady,0,0.000402
920.002,timerEvent,25.26,6.89,3.67,1.87917,125.8,steady,0,0.000634
922.002,timerEvent,25.37,6.90,3.68,1.87678,125.3,steady,0,0.000332
924.001,timerEvent,25.26,6.89,3.67,1.87917,125.8,steady,0,0.000538
926.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000757
928.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000681
930.002,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000613
932.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000552
934.002,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000496
936.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000447
938.002,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000402
940.002,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000362
942.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000326
944.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000293
946.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000264
948.001,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000237
950.002,timerEvent,25.30,6.90,3.67,1.88189,126.3,steady,0,0.000214
952.002,timerEvent,25.23,6.90,3.66,1.88704,127.3,steady,0,0.000707
954.002,timerEvent,25.34,6.91,3.67,1.88462,126.8,steady,0,0.000394
956.001,timerEvent,25.34,6.91,3.67,1.88462,126.8,steady,0,0.000355
958.001,timerEvent,25.34,6.91,3.67,1.88462,126.8,steady,0,0.000319
960.001,timerEvent,25.34,6.91,3.67,1.88462,126.8,steady,0,0.000288
