now,event,power,voltage,current,resistance,temperature,stage,raw-voltage,raw-current,steady-state-count,filtered-delta
542.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,7,0.000049
544.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,8,0.000044
546.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,9,0.000040
548.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,10,0.000036
550.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,11,0.000032
552.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,12,0.000029
554.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,13,0.000026
556.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,14,0.000024
558.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,15,0.000021
560.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,16,0.000019
562.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,17,0.000017
564.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,18,0.000015
566.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,19,0.000014
568.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,steady,5.57,3.14,20,0.000012
570.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
572.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
574.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
576.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
578.000,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
580.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
582.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
584.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
586.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
588.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
590.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
592.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
594.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
596.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
598.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
600.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
602.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
604.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
606.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
608.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
610.002,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
612.001,timerEvent,17.417,5.556,3.135,1.77249,104.7,input,5.57,3.14,20,0.000012
